No.,Unit weight (KN/m3),Cohesion (Kpa),Internal friction angle (°),Slope angle (°),Slope height (m),Pore water ratio,Slope State,Source
584,22.3,0,40,26.5,78,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
585,25.8,43.3,37,30,33,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
586,25.8,34.7,33,30,50,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
587,20.41,24.9,13,22,10.67,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
588,25,46,35,46,393,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
589,18.84,57.46,20,20,30.5,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
590,26,42.4,37,38,55,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
591,12,0,30,35,4,0.29,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
592,25,46,35,47,443,0.29,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
593,25,46,35,50,284,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
594,27,35,35,42,359,0.29,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
595,25,48,40,49,330,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
596,18.84,14.36,25,20,30.5,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
597,26.81,60,28.8,59,108,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
598,27,37.5,35,37.8,320,0.29,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
599,21.2,0,35,18.43,73,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
600,19.6,17.8,29.2,46.8,201.2,0.37,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
601,25.6,38.8,36,25,26,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
602,27.3,36,1,50,92,0.29,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
603,25,46,36,44.5,299,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
604,22.5,18,20,20,290,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
605,27.3,10,39,40,470,0.29,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
606,25,120,45,53,120,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
607,24,40.8,35,35,50,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
608,26.69,50,26.6,50,170,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
609,23.1,25.2,29.2,36.5,61.9,0.4,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
610,26.2,42.3,36,23,36,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
611,18.84,15.32,30,25,10.67,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
612,12,0,30,45,4,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
613,26.89,150,33,52,120,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
614,26.8,37.5,32,30,26,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
615,25.8,39.4,33,25,45,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
616,26.6,44.1,38,35,42,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
617,23.8,31,38.7,47.5,23.5,0.31,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
618,26.6,40.7,35,35,60,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
619,17.6,10,16,21.8,9,0.4,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
620,27.3,16.2,28,50,90.5,0.29,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
621,24,41.5,36,30,51,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
622,25.6,36.8,34,35,60,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
623,24,0,40,33,8,0.303,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
624,27,35.8,32,30,69,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
625,27.3,37.3,31,30,30,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
626,27,32,33,42.2,239,0.29,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
627,25.8,38.2,33,27,40,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
628,25,55,36,45.5,299,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
629,26,150.05,45,50,200,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
630,22,0,40,33,8,0.393,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
631,26.7,150,33,50,130,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
632,22.54,29.4,20,24,210,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
633,26.5,41.8,36,42,54,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
634,25.8,41.2,35,30,40,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
635,19,11.9,20.4,21.04,54,0.75,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
636,22.3,20.1,31,40.2,88,0.19,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
637,22,10,35,30,10,0.29,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
638,20.45,16,15,30,36,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
639,26.5,36.1,31,35,39,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
640,21.5,15,29,41.5,123.6,0.36,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
641,26,150,45,30,200,0.25,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
642,28.44,29.42,35,35,100,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
643,25,46,35,44,435,0.29,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
644,26.2,43.8,38,35,68,0,S,"Wang, X., Wu, S., Han, L., Wang, J., Cui, J., Shen, Y., 2024. Slope stability prediction based on GSOEM-SV: A mobile application practicably deploy in engineering verification. Advances in Engineering Software 192, 103648."
